"mzmed","mzmin","mzmax","rtmed","rtmin","rtmax","npeaks","G1","G10","G11","G12","G13","G14","G15","G17","G18","G19","G2","G21","G22","G23","G4","G5","G6","G7","G8","G9","NP"
"FT2447",597.888885642192,597.888402001785,597.889471422149,599.065551757812,590.401062011719,605.787353515625,32,1,1,2,0,1,1,1,1,2,1,2,2,4,1,3,2,0,0,3,3,1
"FT2448",598.10093149388,598.08029670691,598.11320947154,1106.16552734375,1092.482421875,1117.97119140625,201,5,5,5,5,3,4,5,5,5,5,5,4,5,3,5,5,5,4,5,5,5
"FT2449",598.091826836333,598.091175433963,598.092284584095,1030.28515625,1019.79797363281,1039.60998535156,131,5,4,5,5,3,5,4,5,5,5,5,1,5,3,4,5,5,5,5,5,5
"FT2450",598.132981148372,598.132548398719,598.133713242498,570.348541259766,562.376281738281,576.502746582031,26,1,0,1,0,1,0,1,1,2,1,1,2,4,2,3,0,0,0,3,1,2
"FT2451",598.379640143445,598.378627479418,598.409721561863,865.424102783203,857.003723144531,870.599304199219,148,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4
"FT2452",598.426365149297,598.425697938951,598.42736758908,1030.12365722656,1019.79797363281,1039.60998535156,131,5,4,5,5,3,5,4,5,5,5,5,1,5,3,5,5,5,5,5,5,5
"FT2453",598.436370158379,598.435399571239,598.437186343857,949.848693847656,942.261596679688,955.602294921875,96,5,5,5,3,3,5,5,5,5,5,5,4,5,3,4,5,5,4,5,5,5
"FT2454",598.427144192993,598.398217255208,598.427660841022,886.306762695312,879.2216796875,891.469482421875,93,5,5,5,4,3,4,5,5,5,4,5,1,5,2,4,5,5,3,5,5,5
"FT2455",598.442519997259,598.414051169842,598.448178309661,1109.31787109375,1099.13635253906,1115.86352539062,87,4,2,3,4,2,4,3,4,5,2,4,1,5,3,3,5,5,2,2,5,5
"FT2456",598.404814832842,598.404213023255,598.426971983786,903.017944335938,896.673950195312,907.393310546875,31,3,0,2,1,0,1,3,3,2,0,0,0,1,0,1,2,3,1,4,3,0
"FT2457",598.383723628203,598.383218409909,598.384428091042,570.634826660156,562.751220703125,576.502746582031,33,1,0,3,1,1,1,1,1,2,1,2,2,4,2,3,1,0,0,3,1,3
"FT2458",598.408357171557,598.390310631249,598.409940046708,835.698608398438,825.700073242188,841.267700195312,97,4,5,4,5,5,4,4,5,5,5,3,5,5,5,3,5,4,5,4,5,4
"FT2459",598.751506135921,598.750874470503,598.752231742468,973.040069580078,964.297790527344,977.304565429688,84,4,3,5,5,2,5,4,5,5,5,3,0,5,1,4,5,5,5,5,4,4
"FT2460",598.760819974657,598.760118413957,598.761988983967,1030.23937988281,1019.79797363281,1039.60998535156,125,5,4,5,5,3,5,4,5,5,5,5,0,5,3,4,5,5,5,5,4,5
"FT2461",598.881296365381,598.880046056855,598.911330571262,865.792053222656,857.003723144531,875.83251953125,150,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4
"FT2462",598.894923463472,598.894059986315,598.943476927102,928.692657470703,919.700805664062,935.299621582031,130,5,4,4,5,4,4,5,5,4,5,4,5,5,5,4,5,4,5,5,5,4
"FT2463",598.928755481244,598.90116873451,598.929571191385,885.845733642578,876.567016601562,891.845886230469,102,5,4,5,3,4,4,5,5,5,2,5,0,4,2,4,4,5,2,5,4,5
"FT2464",598.924836954068,598.894853266287,598.925385545944,915.2333984375,907.438110351562,919.011474609375,62,5,0,5,5,2,2,4,3,5,3,4,1,2,0,2,2,4,3,5,3,0
"FT2465",598.892750417184,598.89219764333,598.89325730701,832.018920898438,825.700073242188,837.128540039062,37,2,0,5,2,0,3,2,3,4,0,1,0,1,0,1,1,3,2,5,2,0
"FT2466",598.943033677554,598.942372003108,599.113599101092,942.586395263672,936.12109375,948.780883789062,104,4,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5
"FT2467",599.086199544815,599.085385322872,599.114517432552,972.892333984375,956.903686523438,978.043762207031,94,4,3,5,5,3,5,4,5,5,5,4,2,5,2,4,5,5,5,5,4,5
"FT2468",599.09530947026,599.094869180831,599.095857660559,1011.92926025391,1003.32543945312,1015.35595703125,31,1,0,3,3,0,2,2,3,2,2,0,0,1,0,0,1,2,3,4,1,1
"FT2469",599.3615873117,599.360935385148,599.36224138588,614.679992675781,609.043090820312,624.3603515625,117,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4
"FT2470",599.444533761353,599.404789005204,599.445254367451,943.060607910156,936.12109375,960.1240234375,115,4,5,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5
"FT2471",599.399445316688,599.398864057637,599.400416997748,433.841766357422,430.383087158203,438.967742919922,93,5,5,5,5,5,5,5,5,5,5,1,3,5,5,2,4,5,5,5,4,4
"FT2472",599.434405115724,599.409394646087,599.435175891191,666.787658691406,653.7158203125,690.089538574219,171,5,5,2,4,5,4,4,5,5,5,5,5,5,5,5,5,5,2,1,5,5
"FT2473",599.396784104064,599.395895018766,599.445048552159,929.421264648438,920.9404296875,935.299621582031,92,4,4,3,3,4,3,3,3,2,5,3,4,5,5,3,5,4,5,4,3,3
"FT2474",599.383391588121,599.381697336042,599.413957551246,864.668090820312,858.725524902344,873.898620605469,77,3,2,5,5,0,2,3,5,5,2,1,3,5,1,1,2,3,4,5,2,1
"FT2475",599.421105152755,599.420196659278,599.433705444878,973.194519042969,963.188049316406,978.417114257812,69,3,2,5,2,1,5,3,5,5,4,2,0,5,1,2,5,3,4,5,4,3
"FT2476",599.42602719814,599.395976338916,599.427101750281,914.150817871094,899.570190429688,920.500305175781,74,2,1,5,4,1,4,2,5,5,2,1,1,2,0,1,3,3,3,5,3,1
"FT2477",599.417283291287,599.416576569218,599.418932142259,809.000579833984,802.200622558594,814.272827148438,48,3,1,4,2,1,3,3,3,4,1,2,0,1,0,1,3,4,2,3,3,4
"FT2478",599.430810556776,599.429700687649,599.448180475571,1010.26620483398,1000.01184082031,1018.59997558594,50,1,2,5,2,3,4,1,1,1,3,2,2,1,1,2,4,2,3,4,2,2
"FT2479",599.380575109631,599.380118024192,599.434106403095,760.697814941406,754.604919433594,768.828063964844,26,1,0,4,3,0,1,1,2,2,0,1,1,0,0,1,0,1,2,4,1,0
"FT2480",599.410496611504,599.408093975634,599.431551586795,881.597534179688,875.808776855469,890.688049316406,30,2,1,4,2,0,2,2,1,2,0,1,0,1,0,0,0,1,3,3,3,1
"FT2481",599.74581246197,599.745135560343,599.746792139309,905.515502929688,899.927917480469,909.669067382812,35,0,0,3,1,0,4,3,3,5,0,1,0,1,0,1,2,3,3,4,1,0
"FT2482",599.755173187057,599.754435000652,599.755542160948,948.449829101562,940.421264648438,952.165405273438,33,1,0,3,2,0,3,1,4,5,1,1,0,1,0,0,3,2,2,3,1,0
"FT2483",599.783124075629,599.782278193098,599.784322077108,1113.34924316406,1104.76696777344,1117.63159179688,53,3,2,2,2,2,4,2,4,5,2,1,1,3,1,2,4,2,3,0,3,5
"FT2484",599.764200856313,599.763596200502,599.764925517022,1011.56280517578,1003.32543945312,1016.73657226562,49,1,0,3,3,1,4,3,4,4,4,2,0,3,1,0,3,2,3,5,2,1
"FT2485",599.884633911495,599.883848167789,599.914484342155,837.25146484375,830.180603027344,842.694946289062,124,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4
"FT2486",599.946015469898,599.897131581181,599.946744538712,941.750701904297,925.32568359375,957.235168457031,132,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5
"FT2487",599.927908198742,599.873337171366,599.928505055066,914.5966796875,902.894348144531,920.120971679688,45,3,0,5,4,0,4,3,3,4,0,2,0,1,0,0,2,3,3,5,3,0
"FT2488",599.917565929663,599.896866166537,599.918819003427,808.486450195312,802.200622558594,814.641357421875,41,2,0,2,2,0,3,3,3,4,0,2,0,1,0,1,1,4,2,4,3,3
"FT2489",599.882178513094,599.881658678014,599.882682845386,759.828094482422,756.4296875,762.7373046875,12,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,2,4,0,0
"FT2490",600.117629299172,600.116861043054,600.15943814626,1112.29858398438,1104.76696777344,1117.55688476562,51,3,2,2,4,0,2,2,4,5,1,1,0,3,1,2,4,3,3,0,3,5
"FT2491",600.08944238559,600.08884920761,600.090055536056,948.370239257812,940.421264648438,952.41796875,37,1,0,3,2,0,3,2,4,5,1,1,0,1,0,0,1,3,3,5,2,0
"FT2492",600.386503485811,600.385706242897,600.466164497451,836.541748046875,829.132690429688,843.949584960938,131,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4
"FT2493",600.465948663795,600.413437722777,600.466583149921,851.348999023438,845.777648925781,864.264465332031,113,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4
"FT2494",600.418097327411,600.412933581655,600.447541059197,948.442993164062,934.916442871094,970.197998046875,138,5,4,4,3,5,5,5,5,5,5,5,4,5,4,3,4,5,4,5,4,4
"FT2495",600.365209546311,600.364244268901,600.40248216948,614.342590332031,608.665954589844,627.043640136719,85,5,5,1,0,5,4,5,5,5,5,5,5,5,3,5,5,5,2,1,5,2
"FT2496",600.437859795383,600.412555382654,600.438578411221,666.813323974609,653.7158203125,680.398254394531,114,5,3,0,0,4,4,3,2,1,2,5,5,5,3,3,3,5,1,1,4,4
"FT2497",600.451637429889,600.408332090004,600.453071549862,1110.40075683594,1105.51208496094,1116.87170410156,22,2,0,1,2,0,0,2,2,0,0,1,0,2,0,2,2,1,0,0,1,4
"FT2498",600.747439545484,600.746860365212,600.748119843524,1010.4235534668,1003.69580078125,1015.70269775391,30,2,0,3,1,0,2,3,2,2,1,1,0,3,0,1,1,2,2,4,0,0
"FT2499",600.887669563004,600.886493766846,600.888920132428,836.8408203125,829.82177734375,841.267700195312,92,4,5,5,4,5,3,5,5,5,5,4,5,5,5,3,3,4,5,4,4,4
"FT2500",600.914745505706,600.913786714586,601.100374332232,949.865112304688,941.900085449219,959.111572265625,98,5,4,4,2,4,4,5,5,5,5,5,4,5,3,4,5,5,4,5,5,5
"FT2501",601.081930003967,601.081183530213,601.082448671032,1010.09930419922,1003.32543945312,1014.46453857422,34,2,1,3,2,1,3,3,2,2,1,1,0,3,0,1,2,2,1,4,0,0
"FT2502",601.367394571113,601.141455525311,601.369418022825,612.490936279297,599.693176269531,615.811828613281,54,3,4,1,0,1,1,4,3,4,2,2,1,2,1,4,4,1,0,3,5,3
"FT2503",601.37320853282,601.372369818371,601.374025736211,928.554931640625,920.5244140625,932.709777832031,30,2,1,1,2,2,0,1,2,1,1,0,2,4,2,1,2,1,2,1,0,1
"FT2504",601.434860562078,601.397296343945,601.435819511016,1112.98901367188,1103.77941894531,1119.76696777344,104,5,5,5,5,4,5,5,5,5,5,5,4,5,3,4,5,5,5,5,5,5
"FT2505",601.469472475191,601.468443746835,601.470039121832,851.305053710938,843.949584960938,855.342041015625,57,4,4,3,1,1,3,0,5,4,2,1,2,3,2,1,3,5,4,5,1,3
"FT2506",601.404335499964,601.402485214147,601.450772647168,917.476684570312,902.58642578125,932.288818359375,277,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4
"FT2507",601.420761944942,601.419325015357,601.421437034325,942.773254394531,934.916442871094,954.483093261719,105,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5
"FT2508",601.63702997157,601.636363067942,601.731561663666,580.196166992188,571.71484375,588.8779296875,48,1,1,2,0,1,0,1,1,2,2,1,2,4,2,3,0,1,0,3,3,1
"FT2509",601.74158004986,601.74032468212,601.742569291704,948.019439697266,940.77880859375,954.278198242188,32,1,0,3,1,1,2,2,4,4,1,1,0,2,0,0,1,2,2,4,1,0
"FT2510",601.769356133541,601.648133304775,601.77029572001,1112.98901367188,1103.43444824219,1119.76696777344,104,5,5,5,5,4,5,5,5,5,5,5,4,5,3,4,5,5,5,5,5,5
"FT2511",601.922449067749,601.921646611484,601.923150725091,942.738891601562,934.916442871094,948.692749023438,100,5,5,5,5,5,4,5,5,5,5,5,4,5,3,5,5,5,4,5,5,5
"FT2512",601.887859502295,601.887168063239,601.88890006859,579.80810546875,571.71484375,588.282531738281,42,1,1,3,1,2,1,2,1,3,1,1,2,4,3,3,2,2,0,3,3,3
"FT2513",601.905731900252,601.904172189618,602.104185210373,922.751281738281,908.207885742188,932.770568847656,175,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4
"FT2514",602.103759463865,602.102789596723,602.149825968735,1113.1962890625,1103.77941894531,1118.29528808594,99,5,5,5,5,2,5,5,5,5,5,5,3,5,3,4,5,5,5,5,5,5
"FT2515",602.362919226513,602.362034856375,602.36462045163,836.828308105469,830.180603027344,840.872863769531,82,4,5,4,4,4,3,4,4,4,5,4,4,4,5,4,3,4,4,4,2,3
"FT2516",602.372686087466,602.137965194755,602.375512858924,586.465850830078,571.71484375,590.858093261719,74,5,4,2,0,2,2,4,5,5,5,2,2,3,1,4,5,4,1,3,5,2
"FT2517",602.374160484163,602.373229716688,602.37484061004,807.220275878906,802.574523925781,811.200622558594,15,2,0,1,0,0,1,1,2,1,0,1,0,0,0,0,0,1,1,4,0,0
"FT2518",602.428057126676,602.40411027144,602.460347421531,915.95263671875,904.508361816406,934.626159667969,213,5,5,5,4,5,4,5,5,5,5,5,5,5,4,5,5,5,5,5,5,3
"FT2519",602.460228067215,602.421913514294,602.461079280491,977.758056640625,969.138549804688,982.473754882812,107,5,5,5,5,5,3,4,5,5,5,4,5,5,5,5,5,5,5,5,5,4
"FT2520",602.43793819487,602.437021079356,602.439068066377,1112.91247558594,1104.40930175781,1117.63159179688,86,5,4,4,3,2,5,4,5,5,4,3,1,5,3,4,5,4,5,5,5,5
"FT2521",602.42594810123,602.423356403549,602.438299770155,942.252197265625,936.484313964844,948.692749023438,50,3,2,1,2,3,3,2,3,2,2,5,1,5,1,2,2,3,1,3,1,3
"FT2522",602.44546051232,602.444682495138,602.446320497614,631.635620117188,625.80517578125,633.424560546875,20,5,0,0,0,1,2,1,0,0,0,2,0,4,0,0,3,2,0,0,0,0
"FT2523",602.393285313087,602.392588893645,602.393932672863,834.947814941406,827.996154785156,839.331420898438,104,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4
"FT2524",602.763699283561,602.762945133556,602.764261601852,1050.62591552734,1042.74401855469,1056.66723632812,92,5,4,5,4,3,5,4,5,5,5,5,1,5,3,4,5,5,5,5,4,5
"FT2525",602.86476112043,602.86332393262,602.865598363564,836.448425292969,832.080932617188,839.7392578125,43,2,3,3,3,2,1,1,2,1,3,0,3,4,3,1,2,1,2,2,2,2
"FT2526",602.909145740517,602.90766972488,602.925976227919,895.959289550781,885.921508789062,910.110412597656,191,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4
"FT2527",602.925895696519,602.925407762687,602.926468527311,915.055145263672,910.869384765625,919.820495605469,20,4,0,0,0,1,1,2,0,0,0,3,0,4,0,1,1,0,0,0,1,2
"FT2528",602.895090599376,602.894410828379,602.895721058195,834.947814941406,827.623168945312,839.331420898438,104,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4
"FT2529",603.086956235305,603.086124431598,603.108249824669,1110.35919189453,1092.87268066406,1120.12622070312,156,5,5,5,5,4,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5
"FT2530",603.098194966345,603.097625737509,603.099104653381,1050.22265625,1041.94970703125,1056.66723632812,91,5,4,5,5,3,5,4,5,4,5,4,1,5,3,4,5,5,5,5,4,5
"FT2531",602.925879365893,602.911007108563,603.107808780729,938.763488769531,928.983703613281,945.366760253906,29,2,0,4,1,2,2,0,1,2,1,1,1,1,0,1,1,1,2,3,0,0
"FT2532",603.410620630522,603.409626146717,603.411431096144,895.934265136719,885.921508789062,904.152282714844,155,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,4,4,5,5,4
"FT2533",603.396351708224,603.39544645338,603.397009440162,834.936889648438,827.996154785156,839.331420898438,103,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4
"FT2534",603.421438420966,603.420462169473,603.442538289889,1110.65295410156,1092.87268066406,1120.12622070312,151,5,5,5,5,4,5,5,5,5,5,5,4,5,3,5,5,5,5,5,5,5
"FT2535",603.423452412168,603.42279804829,603.425468772361,992.213836669922,986.218566894531,996.582885742188,86,2,2,5,5,2,5,4,5,5,5,3,1,5,3,4,5,5,5,5,5,5
"FT2536",603.463708835147,603.423681122691,603.464493097662,977.369140625,969.138549804688,983.294982910156,77,5,4,3,2,5,2,2,4,2,3,2,5,5,4,4,4,5,5,5,2,3
"FT2537",603.432825655262,603.432205362122,603.433606437847,1050.59191894531,1042.74401855469,1056.47119140625,69,1,4,5,3,1,5,2,4,3,5,3,0,5,2,1,4,4,4,5,4,4
"FT2538",603.42596169654,603.424407618563,603.441031958047,955.044616699219,931.885986328125,961.480285644531,63,3,4,3,3,4,2,2,2,2,3,1,3,3,3,1,2,3,2,3,1,3
"FT2539",603.433293642506,603.427598131802,603.436819104551,913.429260253906,908.198669433594,917.185668945312,39,4,0,1,2,1,3,2,2,2,2,1,1,1,1,2,4,3,3,2,1,1
"FT2540",603.407793244619,603.399757897621,603.408674942855,786.829742431641,778.068603515625,788.588195800781,12,0,0,5,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,2,1,0
"FT2541",603.755661461083,603.754908331641,603.756382828927,1113.49523925781,1104.05151367188,1120.12622070312,101,5,5,5,5,4,5,5,5,5,5,5,4,5,3,5,5,5,5,5,5,5
"FT2542",603.758026699976,603.757471489147,603.758796914344,992.187744140625,985.169006347656,996.582885742188,90,5,4,5,5,2,5,4,5,5,5,4,0,5,3,4,5,5,5,5,4,5
"FT2543",603.767108665687,603.76639909271,603.767758842123,1028.44921875,1022.06225585938,1031.46142578125,23,0,0,3,2,1,1,1,0,2,2,0,0,0,0,1,1,1,3,4,0,0
"FT2544",603.912010532917,603.910761060526,603.913177275744,896.502319335938,885.542175292969,903.666442871094,100,4,4,4,2,4,4,2,4,3,3,3,4,4,4,5,5,4,5,4,5,4
"FT2545",603.898742624691,603.897898255701,603.899850990058,804.523529052734,797.428955078125,809.118103027344,76,3,3,5,4,3,4,5,5,5,4,2,2,5,3,2,3,4,2,4,4,4
"FT2546",603.926618948987,603.925809620158,603.927296333967,956.6611328125,946.135803222656,961.480285644531,34,0,3,1,1,4,1,1,0,1,3,1,3,1,3,2,0,1,2,2,0,2
"FT2547",603.776250952956,603.775772333182,603.777189240425,1101.09869384766,1096.23901367188,1105.89526367188,30,4,1,1,3,1,0,3,0,1,2,1,1,1,0,2,0,1,2,5,1,0
"FT2548",604.092527422228,604.091955693209,604.093236957572,992.189086914062,984.766723632812,996.582885742188,86,4,4,5,5,2,5,4,5,5,5,3,0,5,2,3,5,5,5,5,4,5
"FT2549",604.089885773223,604.089246066349,604.090569854546,1112.93518066406,1103.69372558594,1118.6708984375,94,5,4,5,5,2,5,4,5,5,5,5,2,5,3,4,5,5,5,5,5,5
"FT2550",604.101716084314,604.101109178265,604.102469549489,1028.08093261719,1019.79797363281,1033.96630859375,63,3,3,4,3,1,2,4,4,4,4,3,0,4,0,1,4,3,5,5,2,1
"FT2551",604.083083857328,603.928708676119,604.083513709846,925.711700439453,911.57177734375,930.172790527344,60,3,0,5,3,1,4,4,5,5,2,2,0,4,0,2,4,4,3,5,2,1
"FT2552",604.414631463242,604.413953187551,604.439964754927,866.15283203125,858.888122558594,872.518859863281,105,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4
"FT2553",604.439765463031,604.439070502036,604.440473828822,879.90771484375,874.252868652344,884.4267578125,103,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4
"FT2554",604.42715216533,604.39896925688,604.466005677277,975.130920410156,966.554443359375,992.587585449219,77,5,4,3,2,4,4,2,5,1,4,4,4,5,2,4,5,4,3,2,4,3
"FT2555",604.424081691675,604.403666835947,604.424775758499,1112.43176269531,1103.25793457031,1117.59130859375,69,5,2,2,1,2,4,3,5,5,3,3,0,5,2,3,5,3,3,4,3,5
"FT2556",604.417790239939,604.398470242332,604.428615663393,925.569580078125,914.867370605469,930.909423828125,60,5,2,5,2,2,4,1,5,5,1,1,0,2,0,0,4,5,3,5,2,0
"FT2557",604.436050601401,604.4353250394,604.43682335665,1028.80212402344,1019.79797363281,1035.1376953125,48,2,3,3,2,1,4,2,2,3,5,2,0,1,1,0,3,1,4,4,2,1
"FT2558",604.399316748599,604.39861746613,604.399885230499,804.546020507812,799.35302734375,809.118103027344,23,0,0,3,0,0,3,1,4,3,0,0,0,2,0,0,2,2,0,0,1,2
"FT2559",604.738606455027,604.737923957174,604.739400294308,1113.537109375,1102.19226074219,1120.48547363281,101,5,5,5,5,4,5,5,5,5,5,5,4,5,3,5,5,5,5,5,5,5
"FT2560",604.752190166485,604.751522692277,604.752662155192,926.084594726562,919.737670898438,930.165344238281,39,1,0,4,1,0,3,2,4,5,1,1,0,2,0,1,2,3,3,5,1,0
"FT2561",604.761558131877,604.760904098887,604.76207755326,968.786926269531,960.552978515625,972.5009765625,47,1,0,4,2,1,3,2,4,5,2,2,0,2,0,0,5,4,3,5,1,1
"FT2562",604.915689822071,604.91440045886,604.916317340362,866.146881103516,858.888122558594,870.599304199219,104,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4
"FT2563",604.928624049603,604.927553034948,604.929367176729,919.71728515625,913.391357421875,923.104797363281,17,0,0,0,0,0,2,1,3,4,1,1,0,1,0,0,0,2,0,0,2,0
"FT2564",604.92931828344,604.928207668615,605.096725131899,973.912292480469,960.552978515625,980.667724609375,137,5,4,3,3,4,5,5,5,5,5,5,3,5,3,4,5,5,4,5,5,4
"FT2565",605.073133300845,605.072450529529,605.097317479944,1112.82641601562,1092.51403808594,1120.12622070312,114,5,5,5,5,4,5,5,5,5,5,5,4,5,3,5,5,5,5,5,5,5
"FT2566",605.140636054668,605.140080387842,605.141408667908,589.446716308594,581.428039550781,595.650451660156,31,1,1,2,0,1,0,1,1,2,2,4,2,4,1,3,1,0,0,3,1,1
"FT2567",605.41670281742,605.386083355913,605.443633764322,887.172271728516,869.414123535156,902.224853515625,282,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4
"FT2568",605.434717581875,605.403977662307,605.435623230454,912.238342285156,903.391906738281,923.837768554688,147,5,5,5,5,4,5,5,5,5,5,5,4,5,3,5,5,5,5,5,5,5
"FT2569",605.407497664668,605.406881751343,605.434006770934,1113.00799560547,1093.2412109375,1119.03674316406,108,5,5,5,5,3,5,5,5,5,5,5,4,5,3,4,5,5,5,5,5,5
"FT2570",605.416758735462,605.406285224255,605.417510800596,866.202758789062,864.625610351562,868.753723144531,24,0,3,1,0,2,2,0,1,1,2,0,2,2,4,0,1,0,0,1,0,2
"FT2571",605.391458898333,605.390880717269,605.392042033932,589.437347412109,580.661926269531,597.263793945312,40,1,2,2,1,2,1,1,1,3,2,3,2,4,2,3,1,2,0,3,1,3
"FT2572",605.420140613108,605.398355229164,605.421818373439,852.098754882812,837.847534179688,864.273559570312,133,5,4,5,5,5,5,5,4,5,4,5,4,5,4,5,5,5,5,5,5,3
"FT2573",605.741792844516,605.740913509197,605.742606664298,1112.92877197266,1102.19226074219,1118.35107421875,86,5,4,5,4,2,4,4,5,5,4,3,1,5,3,4,5,4,5,5,4,5
"FT2574",605.936625901131,605.888252677222,605.937546034648,911.169128417969,901.857788085938,918.635803222656,142,5,5,5,4,4,5,5,5,5,5,5,4,5,3,5,5,5,5,5,5,5
"FT2575",605.889141906041,605.887540525121,605.930808302862,891.6748046875,879.965942382812,901.536682128906,146,5,3,5,5,5,4,5,5,5,5,4,3,4,4,4,5,5,4,5,5,3
"FT2576",605.902826486511,605.901519506771,605.904028929669,955.044616699219,944.215759277344,961.480285644531,51,2,3,2,1,4,1,2,2,1,2,1,3,4,3,2,0,2,2,2,1,2
"FT2577",605.900599218407,605.900044159585,605.901168779094,855.327423095703,848.067260742188,859.134216308594,36,2,0,4,3,0,2,3,3,4,0,1,0,1,0,1,1,3,2,4,2,0
"FT2578",606.076075770042,606.075050351024,606.076781885193,1111.40551757812,1102.19226074219,1115.34313964844,55,4,0,2,3,1,2,3,4,5,3,3,0,5,2,2,3,3,2,4,2,2
"FT2579",606.078746795709,606.078107879308,606.079648483247,969.084350585938,962.430847167969,976.147827148438,45,1,0,3,2,1,3,3,5,4,1,1,0,4,0,1,3,3,3,5,2,0
"FT2580",606.445534545951,606.389615942905,606.446537240762,881.193267822266,872.518859863281,895.959289550781,152,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4
"FT2581",606.34628760818,606.345663757307,606.402647823542,589.883270263672,585.337829589844,608.434814453125,106,5,5,5,5,5,5,5,5,5,5,5,2,5,2,5,5,5,5,5,5,4
"FT2582",606.438056123411,606.38978077801,606.439143332909,910.444000244141,897.045349121094,916.294189453125,102,5,3,3,2,3,5,4,4,4,2,5,0,5,2,2,4,5,4,5,5,5
"FT2583",606.424550736597,606.423714073873,606.425065188032,834.207397460938,827.232238769531,840.188903808594,49,2,0,3,2,0,4,3,3,4,1,3,0,2,1,1,3,4,2,3,3,5
"FT2584",606.405139282235,606.403668024833,606.447278041278,953.549957275391,944.716796875,960.916015625,58,2,3,1,1,4,3,2,2,3,4,0,4,4,3,1,0,0,2,3,2,4
"FT2585",606.41355704368,606.412094002536,606.414407527883,968.845397949219,963.555358886719,977.240844726562,43,0,0,4,0,1,3,3,4,4,2,1,0,4,0,1,4,2,3,5,2,0
"FT2586",606.393746556785,606.393275911974,606.394771567235,559.478668212891,551.9150390625,566.143005371094,40,2,1,2,1,1,2,2,1,2,3,2,2,4,2,3,0,1,1,3,1,4
"FT2587",606.388410788782,606.387884062787,606.389089358399,784.610534667969,778.382751464844,788.524047851562,29,2,0,4,3,0,2,2,2,2,0,1,0,0,0,1,1,2,2,4,1,0
"FT2588",606.728661197946,606.728214643232,606.729311140268,559.280456542969,551.172485351562,565.374450683594,38,1,0,2,1,1,1,1,1,2,4,3,2,4,2,3,1,2,1,3,2,1
"FT2589",606.775662514427,606.774201979062,606.776408509042,1009.63439941406,1003.32543945312,1015.67840576172,77,5,3,5,4,3,5,3,2,3,3,2,4,1,5,5,3,4,5,4,4,3
"FT2590",606.892526864058,606.891570628252,606.922373446158,865.348815917969,857.003723144531,870.599304199219,143,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4
"FT2591",606.92550522912,606.904867659878,606.926553905547,833.414764404297,826.435302734375,837.476745605469,54,3,0,5,2,0,2,3,4,3,0,3,0,3,0,0,3,5,2,2,2,5
"FT2592",606.939844789378,606.937568270199,606.940617630459,886.751403808594,879.2216796875,891.845886230469,28,2,0,0,0,0,3,3,3,3,0,1,0,1,0,1,2,4,1,2,2,0
"FT2593",606.890201158787,606.889746394374,606.891532130736,784.743713378906,777.626281738281,786.587829589844,18,1,0,2,1,0,1,1,1,2,0,1,0,0,0,0,1,0,2,4,1,0
"FT2594",607.110222287229,607.109506985748,607.11091415933,1009.77307128906,994.112243652344,1015.67840576172,84,5,3,4,4,4,5,5,2,3,3,3,4,1,5,5,5,5,5,4,4,3
"FT2595",607.348303015421,607.327704000412,607.349801232736,589.277160644531,583.162536621094,594.887084960938,89,5,3,5,5,2,4,4,5,5,4,2,0,1,0,3,5,5,5,4,5,1
"FT2596",607.394290329541,607.393518104307,607.423198105869,865.451171875,858.888122558594,870.599304199219,131,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4
