RT [min],m/z meas.,M meas.,Ions,MS/MS,Name,Molecular Formula,Annotations,AQ,Annotation Source,Boxplot,Flags,Include,blank,Avatar_F8,Avatar_F9,Avatar_F10,Avatar_F11,Desiree_F8,Desiree_F9,Desiree_F10,Desiree_F11,Seresta_F8,Seresta_F9,Seresta_F10,Seresta_F11
7.28,417.15498,418.16226,[M-H]-,TRUE,,C22H26O8,"SmartFormula - mzdev: -0.0005 mSigma: Infinity, ",20000,,170,[],TRUE,0,120,298,716,0,228,284,780,142,0,170,812,0
7.58,417.19077,418.19804,[M-H]-,TRUE,,,,,,78,[],TRUE,0,0,78,882,232,0,0,940,312,0,0,692,296
7.22,417.1913,418.19858,[M-H]-,TRUE,,C23H30O7,"SmartFormula - mzdev: -0.0006 mSigma: 26.50, ",20100,,0,[],TRUE,0,0,186,1220,0,0,114,840,0,0,192,716,0
8.11,417.19136,418.19863,[M-H]-,TRUE,,C23H30O7,"SmartFormula - mzdev: -0.0005 mSigma: Infinity, ",20000,,0,[],TRUE,0,0,0,408,854,0,0,0,794,0,0,372,840
19.65,417.70465,418.71192,[M-H]-,TRUE,,,,,,340,[],TRUE,0,676,338,448,276,438,334,332,340,702,390,478,338
6.5,419.13498,420.14225,[M-H]-,TRUE,,C21H24O9,"SmartFormula - mzdev: 0.0002 mSigma: Infinity, ",20000,,122,[],TRUE,0,374,580,122,0,402,412,0,0,270,708,0,0
5.68,419.17012,420.1774,[M-H]-,TRUE,,,,,,0,[],TRUE,0,638,0,0,82,782,0,0,0,436,68,0,0
6.32,419.17051,420.17779,[M-H]-,TRUE,,,,,,176,[],TRUE,0,334,1022,176,0,342,716,0,0,404,546,0,0
8.2,419.17077,420.17805,[M-H]-,TRUE,,C17H28N2O10,"SmartFormula - mzdev: 0.0037 mSigma: 22.69, ",10100,,204,[],TRUE,0,0,204,256,744,246,0,332,454,0,0,138,394
7.22,419.17079,420.17806,[M-H]-,TRUE,,C22H28O8,"SmartFormula - mzdev: -0.0004 mSigma: Infinity, ",20000,,228,[],TRUE,0,220,448,1100,78,236,156,1080,54,228,278,878,0
6.63,419.17112,420.1784,[M-H]-,TRUE,,,,,,102,[],TRUE,0,202,982,0,0,272,858,276,0,0,828,0,102
8.48,419.20664,420.21392,[M-H]-,TRUE,,,,,,0,[],TRUE,0,0,0,166,1086,0,0,0,404,0,0,146,616
7.23,419.20707,420.21435,[M-H]-,TRUE,,C23H32O7,"SmartFormula - mzdev: -0.0005 mSigma: Infinity, ",20000,,0,[],TRUE,0,0,0,704,0,0,0,856,86,0,168,540,0
7.45,419.20714,420.21442,[M-H]-,TRUE,,,,,,0,[],TRUE,0,0,100,796,0,0,0,598,0,0,0,780,0
8.04,419.20727,420.21455,[M-H]-,TRUE,,C18H32N2O9,"SmartFormula - mzdev: 0.0037 mSigma: 25.02, ",10100,,0,[],TRUE,0,0,0,0,848,0,0,262,1028,0,0,274,840
10.74,420.25016,421.25743,[M-H]-,TRUE,,,,,,296,[],TRUE,0,232,338,182,242,364,230,364,348,736,340,296,232
2.17,420.84031,421.84758,[M-H]-,TRUE,,,,,,834,[],TRUE,948,816,656,834,884,902,762,782,652,722,880,908,958
2.03,420.84078,843.69611,[M-H-H]2-,TRUE,,,,,,752,[],TRUE,630,702,810,752,0,830,762,664,876,714,612,806,778
1.25,420.84084,421.84812,[M-H]-,TRUE,,,,,,796,[],TRUE,646,846,870,904,796,582,690,798,744,796,792,942,872
1.88,420.84087,421.84815,[M-H]-,TRUE,,,,,,768,[],TRUE,714,768,802,764,836,776,926,990,908,622,662,616,754
0.49,420.84094,421.84822,[M-H]-,TRUE,,,,,,1134,[],TRUE,900,976,1254,1040,1302,1342,1256,1134,1196,982,1046,1304,1112
1.65,420.84096,421.84823,[M-H]-,TRUE,,,,,,656,[],TRUE,570,596,558,608,658,698,952,560,852,656,670,496,744
0.97,420.84106,421.84834,[M-H]-,TRUE,,,,,,672,[],TRUE,586,526,592,720,774,580,558,814,672,718,790,704,546
0.03,420.8411,421.84837,[M-H]-,FALSE,,,,,,892,[],TRUE,702,806,856,892,1110,852,926,864,1116,930,952,884,1256
7.83,421.09287,422.10015,[M-H]-,TRUE,,,,,,120,[],TRUE,0,0,0,370,1146,0,0,414,924,0,120,314,1118
6.29,421.14959,422.15687,[M-H]-,TRUE,,C21H26O9,"SmartFormula - mzdev: -0.0008 mSigma: Infinity, ",20000,,156,[],TRUE,0,530,942,86,0,476,856,156,0,258,522,0,0
6.64,421.14981,422.15709,[M-H]-,TRUE,,C22H22N4O5,"SmartFormula - mzdev: -0.0019 mSigma: 24.72, ",20100,,314,[],TRUE,0,366,992,90,78,328,598,340,0,314,454,136,0
5.74,421.14991,422.15719,[M-H]-,TRUE,,,,,,0,[],TRUE,0,882,112,0,0,748,0,144,0,638,122,0,0
5.96,421.14996,422.15723,[M-H]-,TRUE,,C16H26N2O11,"SmartFormula - mzdev: 0.0036 mSigma: 25.30, ",10100,,0,[],TRUE,0,606,556,0,0,840,236,0,0,834,128,0,0
6.2,421.18485,422.19213,[M-H]-,TRUE,,C22H30O8,"SmartFormula - mzdev: -0.0019 mSigma: 26.37, ",20100,,0,[],TRUE,0,456,776,0,0,0,714,0,0,512,360,0,0
8.2,421.18569,422.19296,[M-H]-,TRUE,,C22H30O8,"SmartFormula - mzdev: -0.0011 mSigma: Infinity, ",20000,,144,[],TRUE,0,0,144,270,626,0,116,220,516,0,202,64,726
7.13,421.18592,422.1932,[M-H]-,TRUE,,C22H30O8,"SmartFormula - mzdev: -0.0009 mSigma: Infinity, ",20000,,200,[],TRUE,0,0,504,850,0,200,248,974,104,0,318,876,58
6.79,421.18627,422.19355,[M-H]-,TRUE,,,,,,0,[],TRUE,0,166,950,592,0,0,868,0,0,0,636,210,0
7.84,421.18629,422.19357,[M-H]-,TRUE,,,,,,168,[],TRUE,0,0,168,506,780,0,0,470,554,0,142,312,898
6.49,421.18643,422.19371,[M-H]-,TRUE,,C22H30O8,"SmartFormula - mzdev: -0.0004 mSigma: 29.26, ",20100,,134,[],TRUE,0,192,1104,134,72,280,610,102,0,148,802,0,84
7.37,421.18655,422.19383,[M-H]-,TRUE,,C17H30N2O10,"SmartFormula - mzdev: 0.0038 mSigma: 28.82, ",10100,,118,[],TRUE,0,96,360,1256,118,0,258,1208,0,0,196,644,96
5.98,421.18677,422.19405,[M-H]-,TRUE,,C17H30N2O10,"SmartFormula - mzdev: 0.0040 mSigma: 25.14, ",10100,,90,[],TRUE,128,696,282,90,0,814,68,90,0,466,168,0,0
7.53,421.22294,422.23021,[M-H]-,TRUE,,C23H34O7,"SmartFormula - mzdev: -0.0002 mSigma: Infinity, ",20000,,0,[],TRUE,0,0,0,790,0,0,0,428,0,0,0,474,0
19.59,422.69116,423.69843,[M-H]-,TRUE,,,,,,544,[],TRUE,0,764,0,678,768,524,534,610,720,704,440,460,544
7.42,423.14376,424.15103,[M-H]-,FALSE,,C24H24O7,"SmartFormula - mzdev: -0.0012 mSigma: Infinity, ",20000,,0,[],TRUE,0,0,0,704,0,0,0,820,0,0,0,0,0
7.76,423.14622,424.1535,[M-H]-,TRUE,,C25H20N4O3,"SmartFormula - mzdev: -0.0000 mSigma: Infinity, ",20000,,0,[],TRUE,0,0,0,0,818,0,0,0,498,0,0,0,306
6.69,423.16562,424.1729,[M-H]-,TRUE,,C21H28O9,"SmartFormula - mzdev: -0.0004 mSigma: Infinity, ",20000,,260,[],TRUE,0,330,916,236,0,260,566,182,0,344,598,290,0
5.83,423.1658,424.17308,[M-H]-,TRUE,,C21H28O9,"SmartFormula - mzdev: -0.0003 mSigma: Infinity, ",20000,,76,[],TRUE,0,992,166,0,128,882,0,104,0,700,76,0,0
7.34,423.20165,424.20893,[M-H]-,TRUE,,C22H32O8,"SmartFormula - mzdev: -0.0008 mSigma: Infinity, ",20000,,0,[],TRUE,0,0,0,876,0,0,0,664,0,0,140,728,0
6.67,423.20168,424.20896,[M-H]-,TRUE,,C22H32O8,"SmartFormula - mzdev: -0.0008 mSigma: Infinity, ",20000,,0,[],TRUE,0,0,964,0,0,0,586,0,0,0,334,124,0
5.67,425.14463,426.1519,[M-H]-,FALSE,,C20H26O10,"SmartFormula - mzdev: -0.0007 mSigma: Infinity, ",20000,,0,[],TRUE,0,874,0,0,0,532,0,0,0,446,0,0,0
7.18,425.16059,426.16787,[M-H]-,TRUE,,C24H26O7,"SmartFormula - mzdev: 0.0000 mSigma: Infinity, ",20000,,0,[],TRUE,0,0,0,1166,0,0,0,830,0,0,0,560,0
6.69,429.15462,430.1619,[M-H]-,FALSE,,C23H26O8,"SmartFormula - mzdev: -0.0009 mSigma: Infinity, ",20000,,0,[],TRUE,0,0,748,0,0,104,466,292,0,0,444,0,0
7.4,429.19161,430.19889,[M-H]-,FALSE,,C24H30O7,"SmartFormula - mzdev: -0.0003 mSigma: Infinity, ",20000,,0,[],TRUE,0,0,0,700,76,0,0,590,0,0,140,522,0
7.72,431.13353,432.1408,[M-H]-,TRUE,,C22H24O9,"SmartFormula - mzdev: -0.0012 mSigma: Infinity, ",20000,,172,[],TRUE,0,172,112,816,250,124,100,312,324,194,196,0,158
6.79,431.13415,432.14143,[M-H]-,FALSE,,C22H24O9,"SmartFormula - mzdev: -0.0006 mSigma: Infinity, ",20000,,190,[],TRUE,0,190,726,294,0,240,328,284,0,100,164,312,0
6.27,431.13439,432.14167,[M-H]-,FALSE,,C22H24O9,"SmartFormula - mzdev: -0.0004 mSigma: Infinity, ",20000,,48,[],TRUE,0,298,788,0,0,432,404,0,0,202,304,48,0
7.6,431.17036,432.17763,[M-H]-,TRUE,,C23H28O8,"SmartFormula - mzdev: -0.0008 mSigma: Infinity, ",20000,,238,[],TRUE,0,182,160,876,476,0,174,640,238,102,274,506,504
7.23,431.17041,432.17769,[M-H]-,TRUE,,,,,,186,[],TRUE,0,188,332,726,186,132,252,834,0,182,104,800,0
6.57,431.17044,432.17772,[M-H]-,TRUE,,C23H28O8,"SmartFormula - mzdev: -0.0007 mSigma: Infinity, ",20000,,82,[],TRUE,0,194,842,0,0,226,576,82,0,230,558,0,0
17.1,431.18161,432.18889,[M-H]-,TRUE,,C22H28N2O7,"SmartFormula - mzdev: -0.0008 mSigma: 26.05, ",20100,,0,[],TRUE,1336,90,0,0,0,0,0,0,0,0,0,0,0
17.07,431.19224,432.19951,[M-H]-,TRUE,,,,,,1446,[],TRUE,0,1292,1792,1176,1546,1296,1464,1382,1324,1570,1502,1458,1446
7.8,431.2072,432.21448,[M-H]-,TRUE,,C24H32O7,"SmartFormula - mzdev: -0.0003 mSigma: Infinity, ",20000,,0,[],TRUE,0,0,0,738,592,0,0,612,470,0,0,488,526
8.1,431.20735,432.21463,[M-H]-,TRUE,,C24H32O7,"SmartFormula - mzdev: -0.0002 mSigma: Infinity, ",20000,,78,[],TRUE,0,0,78,202,1058,0,0,236,752,0,0,164,760
17.11,432.19424,1299.60454,[M-H-H2]3-,TRUE,,,,,,562,[],TRUE,0,506,576,762,538,476,600,550,520,638,562,748,632
6.07,433.11415,434.12143,[M-H]-,TRUE,,C21H22O10,"SmartFormula - mzdev: 0.0001 mSigma: Infinity, ",20000,,0,[],TRUE,0,714,222,0,0,454,0,0,0,276,170,0,0
6.56,433.14922,434.15649,[M-H]-,TRUE,,C17H26N2O11,"SmartFormula - mzdev: 0.0028 mSigma: 23.95, ",20100,,0,[],TRUE,0,288,798,0,0,448,710,0,0,316,592,0,0
6.37,433.1497,434.15697,[M-H]-,TRUE,,,,,,96,[],TRUE,0,442,852,0,0,330,600,74,0,140,648,96,0
7.18,433.15017,434.15745,[M-H]-,TRUE,,C22H26O9,"SmartFormula - mzdev: -0.0002 mSigma: Infinity, ",20000,,250,[],TRUE,0,286,324,868,128,174,250,632,0,144,276,664,0
5.86,433.15069,434.15797,[M-H]-,FALSE,,C22H26O9,"SmartFormula - mzdev: 0.0003 mSigma: Infinity, ",20000,,0,[],TRUE,0,622,240,78,0,706,0,0,0,638,122,0,0
7.81,433.18557,434.19285,[M-H]-,TRUE,,C23H30O8,"SmartFormula - mzdev: -0.0012 mSigma: Infinity, ",20000,,230,[],TRUE,0,0,230,524,862,54,88,464,662,0,118,422,654
6.69,433.18619,434.19347,[M-H]-,TRUE,,C23H30O8,"SmartFormula - mzdev: -0.0006 mSigma: 28.51, ",20100,,156,[],TRUE,0,0,848,230,0,156,702,218,0,80,680,332,0
7.42,433.18621,434.19349,[M-H]-,TRUE,,,,,,122,[],TRUE,0,122,108,1308,0,122,0,1182,0,308,124,788,62
8.36,433.2226,434.22988,[M-H]-,TRUE,,C24H34O7,"SmartFormula - mzdev: -0.0006 mSigma: Infinity, ",20000,,0,[],TRUE,0,0,0,0,842,0,0,0,666,0,0,0,672
0.51,433.87573,434.883,[M-H]-,FALSE,,,,,,642,[],TRUE,338,810,674,642,626,1004,512,562,502,748,538,646,654
6.86,435.07144,436.07872,[M-H]-,TRUE,,C24H12N4O5,"SmartFormula - mzdev: -0.0021 mSigma: 27.37, ",20100,,0,[],TRUE,0,3664,380,0,0,2164,0,0,0,1590,0,96,0
7.36,435.16535,436.17262,[M-H]-,TRUE,,C22H28O9,"SmartFormula - mzdev: -0.0007 mSigma: Infinity, ",20000,,212,[],TRUE,0,208,310,930,240,212,0,744,152,386,160,758,104
7.11,435.1654,436.17268,[M-H]-,TRUE,,C22H28O9,"SmartFormula - mzdev: -0.0007 mSigma: Infinity, ",20000,,176,[],TRUE,0,168,488,1100,0,176,364,582,0,158,338,600,0
5.86,435.16544,436.17272,[M-H]-,TRUE,,C17H28N2O11,"SmartFormula - mzdev: 0.0034 mSigma: 23.85, ",10100,,0,[],TRUE,0,710,412,0,0,852,0,0,0,826,0,0,0
6.48,435.16564,436.17292,[M-H]-,TRUE,,,,,,64,[],TRUE,0,448,1022,64,0,352,1060,0,0,266,574,0,0
6.22,435.2015,436.20878,[M-H]-,TRUE,,C23H32O8,"SmartFormula - mzdev: -0.0009 mSigma: Infinity, ",20000,,0,[],TRUE,0,232,752,0,0,266,358,0,0,292,284,0,0
7.3,435.20163,436.20891,[M-H]-,TRUE,,C23H32O8,"SmartFormula - mzdev: -0.0008 mSigma: Infinity, ",20000,,0,[],TRUE,0,0,278,1232,0,0,122,852,0,0,144,624,0
6.72,435.20207,436.20934,[M-H]-,TRUE,,C23H32O8,"SmartFormula - mzdev: -0.0004 mSigma: Infinity, ",20000,,0,[],TRUE,0,0,710,148,0,0,802,214,0,0,530,0,0
8.11,435.20211,436.20939,[M-H]-,TRUE,,C23H32O8,"SmartFormula - mzdev: -0.0003 mSigma: Infinity, ",20000,,166,[],TRUE,0,0,166,372,756,0,182,188,756,0,82,162,720
7.5,435.20212,436.2094,[M-H]-,TRUE,,C23H32O8,"SmartFormula - mzdev: -0.0003 mSigma: Infinity, ",20000,,126,[],TRUE,0,0,318,948,494,0,0,880,126,0,0,668,146
19.69,436.6917,437.69898,[M-H]-,FALSE,,,,,,398,[],TRUE,236,372,528,628,468,398,352,404,312,388,348,414,724
5.53,437.18066,438.18794,[M-H]-,TRUE,,,,,,0,[],TRUE,0,706,0,0,0,476,0,0,0,384,0,0,0
6.66,437.18097,438.18825,[M-H]-,TRUE,,,,,,156,[],TRUE,0,178,1132,156,0,204,564,134,80,182,584,90,0
7.15,437.18111,438.18838,[M-H]-,TRUE,,C22H30O9,"SmartFormula - mzdev: -0.0006 mSigma: Infinity, ",20000,,164,[],TRUE,0,202,452,918,0,0,250,612,0,164,134,570,0
5.81,437.1812,438.18847,[M-H]-,TRUE,,C17H30N2O11,"SmartFormula - mzdev: 0.0035 mSigma: 25.00, ",10100,,0,[],TRUE,0,662,0,52,0,598,0,0,0,786,0,0,0
7.28,437.21772,438.22499,[M-H]-,FALSE,,C23H34O8,"SmartFormula - mzdev: -0.0004 mSigma: Infinity, ",20000,,0,[],TRUE,0,0,134,758,0,0,130,544,0,0,0,494,0
8.42,437.23912,438.2464,[M-H]-,TRUE,,C15H38N2O12,"SmartFormula - mzdev: 0.0041 mSigma: 23.54, ",10100,,0,[],TRUE,0,0,0,0,1592,0,0,0,1148,0,0,0,1810
19.72,438.67472,439.682,[M-H]-,TRUE,,,,,,0,[],TRUE,1508,0,0,0,0,0,0,0,0,0,0,0,0
19.7,438.68621,439.69349,[M-H]-,TRUE,,,,,,1512,[],TRUE,0,1404,1974,1542,1434,1306,2268,1452,1512,1606,1488,1754,1634
6.94,439.1393,440.14658,[M-H]-,FALSE,,,,,,0,[],TRUE,0,0,1484,0,0,0,872,0,0,0,784,0,0
6.14,439.13951,440.14679,[M-H]-,TRUE,,,,,,0,[],TRUE,0,958,0,0,0,1134,0,0,0,672,0,0,0
7.24,439.13963,440.14691,[M-H]-,TRUE,,C25H20N4O4,"SmartFormula - mzdev: -0.0015 mSigma: 11.24, ",20200,,0,[],TRUE,0,0,9152,338,0,0,6570,236,0,0,5264,292,0
6.56,439.16002,440.16729,[M-H]-,TRUE,,C21H28O10,"SmartFormula - mzdev: -0.0010 mSigma: Infinity, ",20000,,0,[],TRUE,0,288,908,0,0,378,472,78,0,0,442,0,0
5.66,439.16023,440.1675,[M-H]-,TRUE,,C21H28O10,"SmartFormula - mzdev: -0.0007 mSigma: Infinity, ",20000,,0,[],TRUE,0,854,0,0,0,708,118,0,0,466,0,0,0
7.03,439.19449,440.20176,[M-H]-,FALSE,,C17H32N2O11,"SmartFormula - mzdev: 0.0012 mSigma: Infinity, ",20000,,0,[],TRUE,0,0,330,706,0,0,128,450,0,0,240,362,0
5.76,439.19561,440.20289,[M-H]-,TRUE,,C22H32O9,"SmartFormula - mzdev: -0.0017 mSigma: Infinity, ",20000,,0,[],TRUE,0,770,0,0,0,260,0,0,0,298,0,0,0
6.68,439.19664,440.20392,[M-H]-,TRUE,,,,,,0,[],TRUE,0,68,800,0,0,0,406,0,0,0,336,96,0
19.69,439.68642,440.6937,[M-H]-,TRUE,,,,,,790,[],TRUE,0,830,790,656,746,608,784,800,1042,1088,894,974,742
0.5,439.88819,440.89546,[M-H]-,TRUE,,,,,,1470,[],TRUE,570,1600,1710,1200,1474,1232,1390,1470,1630,1460,1536,1262,2070
0.75,440.02509,441.03237,[M-H]-,TRUE,,C15H11N3O13,"SmartFormula - mzdev: 0.0024 mSigma: 25.38, ",20100,,674,[],TRUE,0,0,950,922,658,940,696,996,674,712,672,618,570
19.7,440.68557,441.69285,[M-H]-,FALSE,,,,,,488,[],TRUE,0,528,488,418,708,558,446,490,374,374,642,554,484
7.21,443.17005,444.17732,[M-H]-,FALSE,,C24H28O8,"SmartFormula - mzdev: -0.0011 mSigma: Infinity, ",20000,,82,[],TRUE,0,0,176,792,0,82,200,548,0,126,0,434,0
8.14,443.20737,444.21464,[M-H]-,TRUE,,C25H32O7,"SmartFormula - mzdev: -0.0002 mSigma: Infinity, ",20000,,0,[],TRUE,0,0,0,236,510,0,0,178,534,0,0,0,730
7.61,445.18584,446.19312,[M-H]-,TRUE,,C24H30O8,"SmartFormula - mzdev: -0.0009 mSigma: Infinity, ",20000,,132,[],TRUE,0,0,288,770,472,0,132,752,304,0,0,480,0
6.68,445.18654,446.19381,[M-H]-,TRUE,,C19H30N2O10,"SmartFormula - mzdev: 0.0038 mSigma: 27.71, ",10100,,0,[],TRUE,0,294,700,0,0,132,768,0,0,118,424,0,0
7.93,445.18659,446.19387,[M-H]-,TRUE,,,,,,118,[],TRUE,0,0,78,584,1010,118,0,344,672,0,0,280,628
7.33,445.18662,446.1939,[M-H]-,TRUE,,C24H30O8,"SmartFormula - mzdev: -0.0002 mSigma: 29.87, ",20100,,0,[],TRUE,0,0,286,746,0,0,292,768,0,0,0,682,156
8.31,445.22266,446.22994,[M-H]-,TRUE,,,,,,0,[],TRUE,0,0,0,0,808,0,0,0,530,0,0,56,968
7.12,445.22268,446.22996,[M-H]-,TRUE,,C20H34N2O9,"SmartFormula - mzdev: 0.0035 mSigma: 25.65, ",10100,,0,[],TRUE,0,0,296,1442,0,0,102,1048,0,0,0,484,0
6.6,447.16529,448.17256,[M-H]-,TRUE,,C23H28O9,"SmartFormula - mzdev: -0.0008 mSigma: Infinity, ",20000,,174,[],TRUE,0,358,978,174,0,262,682,124,0,322,836,116,0
7.22,447.1654,448.17268,[M-H]-,TRUE,,C18H28N2O11,"SmartFormula - mzdev: 0.0031 mSigma: 26.61, ",10100,,210,[],TRUE,0,362,450,712,0,160,256,820,0,158,210,602,0
7.03,447.16695,448.17423,[M-H]-,TRUE,,,,,,204,[],TRUE,0,0,622,704,0,204,626,752,0,0,208,628,0
7.46,447.20167,448.20895,[M-H]-,TRUE,,,,,,0,[],TRUE,0,0,232,882,0,0,0,932,0,0,176,894,0
8.37,447.20172,448.209,[M-H]-,TRUE,,,,,,0,[],TRUE,0,0,110,248,958,0,0,98,624,0,0,0,678
7.12,447.20195,448.20922,[M-H]-,TRUE,,C24H32O8,"SmartFormula - mzdev: -0.0005 mSigma: Infinity, ",20000,,90,[],TRUE,0,0,318,924,0,90,256,742,78,0,212,554,0
6.62,447.2021,448.20938,[M-H]-,TRUE,,,,,,0,[],TRUE,0,0,732,0,0,90,630,0,0,0,538,0,0
7.97,447.20243,448.20971,[M-H]-,TRUE,,C24H32O8,"SmartFormula - mzdev: -0.0000 mSigma: Infinity, ",20000,,116,[],TRUE,0,0,116,524,832,0,0,266,710,0,90,272,834
8.28,447.23781,448.24509,[M-H]-,TRUE,,C25H36O7,"SmartFormula - mzdev: -0.0010 mSigma: Infinity, ",20000,,0,[],TRUE,0,0,0,188,574,0,0,64,710,0,0,0,464
6.94,449.08712,450.0944,[M-H]-,TRUE,,,,,,156,[],TRUE,0,294,1010,156,0,0,340,324,0,72,314,350,0
7.48,449.1808,450.18808,[M-H]-,TRUE,,C23H30O9,"SmartFormula - mzdev: -0.0009 mSigma: Infinity, ",20000,,170,[],TRUE,0,158,218,988,170,0,178,654,146,132,0,534,248
6.76,449.18107,450.18835,[M-H]-,TRUE,,C23H30O9,"SmartFormula - mzdev: -0.0006 mSigma: Infinity, ",20000,,96,[],TRUE,0,96,1076,66,0,180,586,402,0,204,634,96,0
7.7,449.18138,450.18866,[M-H]-,TRUE,,C23H30O9,"SmartFormula - mzdev: -0.0003 mSigma: Infinity, ",20000,,278,[],TRUE,0,278,298,0,400,0,156,744,322,190,182,380,326
5.97,449.18143,450.18871,[M-H]-,TRUE,,C23H30O9,"SmartFormula - mzdev: -0.0003 mSigma: Infinity, ",20000,,0,[],TRUE,0,682,288,76,0,992,0,0,0,448,222,0,0
6.46,449.18148,450.18876,[M-H]-,TRUE,,,,,,124,[],TRUE,0,126,1002,124,0,430,864,0,0,182,800,0,0
7.71,449.21703,450.2243,[M-H]-,TRUE,,C24H34O8,"SmartFormula - mzdev: -0.0011 mSigma: Infinity, ",20000,,0,[],TRUE,0,0,0,830,528,0,0,616,232,0,0,560,0
8.24,449.21746,450.22474,[M-H]-,TRUE,,,,,,0,[],TRUE,0,0,0,216,1004,0,0,198,692,0,0,234,718
8.01,449.21817,450.22545,[M-H]-,TRUE,,C24H34O8,"SmartFormula - mzdev: 0.0001 mSigma: Infinity, ",20000,,80,[],TRUE,0,0,80,266,612,0,0,322,740,0,0,420,680
6.59,451.15965,452.16693,[M-H]-,FALSE,,C22H28O10,"SmartFormula - mzdev: -0.0013 mSigma: Infinity, ",20000,,0,[],TRUE,0,0,732,130,0,152,350,0,0,178,416,0,0
6.03,451.16017,452.16745,[M-H]-,TRUE,,C17H28N2O12,"SmartFormula - mzdev: 0.0032 mSigma: 25.29, ",10100,,72,[],TRUE,0,496,98,0,0,772,186,72,0,518,0,78,0
5.85,451.1605,452.16778,[M-H]-,TRUE,,C22H28O10,"SmartFormula - mzdev: -0.0005 mSigma: Infinity, ",20000,,0,[],TRUE,0,712,140,0,0,0,0,0,0,0,0,0,0
7.58,451.19625,452.20353,[M-H]-,TRUE,,C23H32O9,"SmartFormula - mzdev: -0.0011 mSigma: Infinity, ",20000,,106,[],TRUE,0,0,262,1000,256,0,0,624,128,0,106,560,0
6.66,451.19679,452.20407,[M-H]-,TRUE,,,,,,122,[],TRUE,0,178,1170,352,116,144,650,122,0,0,480,90,0
7.72,451.23287,452.24015,[M-H]-,TRUE,,,,,,0,[],TRUE,0,0,0,768,272,0,0,608,0,0,0,314,0
0.5,452.92268,453.92996,[M-H]-,TRUE,,,,,,7246,[],TRUE,1568,6250,7246,9320,5664,7092,4506,8080,5476,7272,7690,7992,8224
0.12,452.92272,453.93,[M-H]-,FALSE,,,,,,44731,[],TRUE,33887,43622,42562,44628,42784,44731,47500,46818,45814,46028,44377,44735,45462
7.44,453.08237,454.08964,[M-H]-,TRUE,,,,,,68,[],TRUE,0,164,208,1706,68,0,0,1848,78,0,0,1640,0
6.86,453.0828,454.09007,[M-H]-,TRUE,,C23H18O10,"SmartFormula - mzdev: 0.0001 mSigma: Infinity, ",20000,,0,[],TRUE,0,1184,262,0,0,1040,0,0,0,710,148,0,0
6.36,453.17596,454.18324,[M-H]-,FALSE,,C22H30O10,"SmartFormula - mzdev: -0.0007 mSigma: Infinity, ",20000,,90,[],TRUE,0,266,728,0,0,410,360,90,0,218,452,0,0
19.77,454.83983,455.8471,[M-H]-,FALSE,,,,,,750,[],TRUE,0,612,602,612,750,904,604,1004,930,606,842,774,832
0.14,456.89969,457.90697,[M-H]-,FALSE,,,,,,698,[],TRUE,673,610,756,645,708,850,694,572,734,681,710,738,698
7.42,459.16546,920.34546,[M-H-H]2-,TRUE,,,,,,242,[],TRUE,0,304,332,808,242,0,176,534,118,284,84,550,0
8.44,459.20135,460.20862,[M-H]-,TRUE,,C25H32O8,"SmartFormula - mzdev: -0.0011 mSigma: Infinity, ",20000,,0,[],TRUE,0,0,0,198,622,0,0,0,724,0,0,242,614
7.53,459.20179,460.20907,[M-H]-,TRUE,,,,,,104,[],TRUE,0,0,104,934,190,0,164,666,72,0,92,600,254
7.92,459.20187,460.20915,[M-H]-,TRUE,,C25H32O8,"SmartFormula - mzdev: -0.0006 mSigma: Infinity, ",20000,,0,[],TRUE,0,0,0,286,946,0,0,428,438,0,0,354,556
7.33,459.20202,460.2093,[M-H]-,TRUE,,C25H32O8,"SmartFormula - mzdev: -0.0004 mSigma: Infinity, ",20000,,0,[],TRUE,0,0,390,902,0,0,70,690,0,0,200,736,0
7.25,461.12067,924.25589,[M-H-H]2-,TRUE,,,,,,0,[],TRUE,0,0,960,0,0,0,976,0,0,0,894,0,0
7.51,461.18073,462.18801,[M-H]-,TRUE,,C24H30O9,"SmartFormula - mzdev: -0.0010 mSigma: Infinity, ",20000,,82,[],TRUE,0,222,0,760,82,0,188,814,0,0,242,674,0
7.17,461.18078,462.18805,[M-H]-,TRUE,,,,,,198,[],TRUE,0,198,460,1086,68,240,314,546,0,122,0,616,0
6.39,461.18106,462.18833,[M-H]-,TRUE,,C24H30O9,"SmartFormula - mzdev: -0.0006 mSigma: Infinity, ",20000,,66,[],TRUE,0,148,824,0,0,276,538,0,0,406,556,66,0
8.05,461.21745,462.22472,[M-H]-,TRUE,,,,,,0,[],TRUE,0,0,0,316,1502,0,0,298,596,0,0,0,920
7.5,461.21768,462.22496,[M-H]-,TRUE,,C25H34O8,"SmartFormula - mzdev: -0.0004 mSigma: Infinity, ",20000,,0,[],TRUE,0,0,0,986,66,0,0,798,0,0,0,578,0
8.29,461.2181,462.22537,[M-H]-,TRUE,,,,,,0,[],TRUE,0,0,0,250,806,0,0,0,824,0,0,122,608
6.5,463.16041,464.16769,[M-H]-,FALSE,,C23H28O10,"SmartFormula - mzdev: -0.0006 mSigma: Infinity, ",20000,,0,[],TRUE,0,272,804,0,0,446,548,0,0,246,542,0,0
