"feature","solA","pvalue","mz"
"1691",0.225528909936055,6.7853182205234e-13,625.38071
"1719",0.224752857360019,5.13611617508973e-62,251.09272
"534",0.224485324021544,3.73086337080849e-75,441.15729
"649",0.224483177667794,2.64256208609043e-44,407.08059
"1681",0.223890885376839,7.59875674190038e-89,297.13434
"679",0.223702232366519,2.96451425531525e-60,371.14999
"1851",0.223043182986696,3.26547556004228e-71,281.10314
"2137",0.22293993966115,0.0289422280748661,291.16025
"659",0.222686380474759,6.08295523704952e-63,429.12063
"1764",0.222142164874466,2.28460019148984e-73,437.10895
"1969",0.222003264906903,1.25434628507483e-57,377.12458
"294",0.221387461181266,3.43160813317053e-35,605.27949
"226",0.221342072723445,3.53652904535061e-73,327.1265
"85",0.221295591831859,2.28064227867028e-13,201.1284
"1638",0.221145912989038,1.013544122847e-15,427.1781
"1519",0.22065473549187,1.16390517567841e-52,307.08248
"1384",0.220428190454736,9.3128426326905e-43,393.22802
"1943",0.220393757276199,9.4064001904191e-27,393.19194
"79",0.219979472955212,8.63873054122426e-07,567.22753
"863",0.219739259225663,5.94664631061199e-58,449.1093
"110",0.219683680680926,2.82141967671202e-15,349.09323
"1965",0.219664440500876,5.62641130711587e-84,325.12933
"1687",0.219619815586647,2.29627674971689e-84,311.11373
"2012",0.219523721338231,9.08226248010403e-20,491.26473
"613",0.219399402951625,3.26316048600953e-46,383.1167
"1758",0.218679237727979,2.68775371122059e-28,451.12505
"1710",0.21838144944989,3.87291264022916e-53,419.20747
"1228",0.218209018407608,1.28437165525194e-58,207.06952
"1818",0.218098230714467,4.94325307054847e-17,713.4332
"482",0.217999035011585,8.58480359366701e-26,607.11292
"580",0.21797716504999,4.16968539555421e-05,263.14999
"537",0.217797148912946,9.44423166880508e-73,391.10422
"768",0.217728905433426,3.48066093497005e-84,333.06227
"543",0.217495381588828,1.12377748820818e-46,205.12344
"1762",0.217402154777339,9.93150061402503e-30,553.13508
"1933",0.216871671782962,4.49657845982673e-72,363.10923
"1820",0.216812843665019,2.43111715263623e-17,377.08842
"457",0.2163709673392,5.9542070302998e-62,515.156
"447",0.216270895668323,2.19491842271315e-64,327.09087
"1912",0.215864900816163,4.42108550800866e-62,349.09357
"1990",0.215825767008685,8.1818866433871e-56,471.16613
"1428",0.215704403250977,4.18086259493975e-05,736.83681
"454",0.215402063700168,6.81428471314713e-65,413.12646
"781",0.215275164719519,5.65817992606989e-64,331.15506
"815",0.214658964788714,6.23106305214751e-90,305.10365
"745",0.213982907713591,2.34884616688034e-66,341.12411
"164",0.213772809252404,5.11021176280174e-12,263.03853
"1886",0.21362306605542,8.34536978259894e-79,325.12931
"1736",0.21361926260874,0.000165406163045894,358.0814
"1386",0.213304750945488,2.18234085595714e-29,471.16606
"1563",0.213002291862122,1.7701771541882e-92,337.1657
"1714",0.212785091697538,5.94593384139506e-76,423.16602
"943",0.212767245252418,4.06467097787846e-75,265.07229
"1582",0.212360709601382,2.27022957425505e-84,409.15037
"376",0.212360180896628,1.19114989675542e-06,483.20398
"751",0.212126242661442,2.3777958614311e-85,301.14583
"332",0.211770567085763,6.03514187006063e-29,409.11408
"30",0.211623179172426,4.82734898308678e-30,251.03842
"1122",0.211544076138991,4.93579574461309e-09,429.19316
"860",0.211479720878641,7.57804893462134e-79,361.09422
"1196",0.211234796853914,1.67806302156126e-87,319.15521
"883",0.21113346413845,2.31916594242983e-60,335.07766
"592",0.211082610054406,1.8845706115773e-70,533.20311
"569",0.210826408517395,3.795613232848e-37,295.1553
"1946",0.210691911135368,8.4111093282323e-36,283.0645
"1559",0.210605531227786,3.74475770007905e-47,239.12897
"1823",0.210208841263044,7.72125290530298e-81,389.16079
"1814",0.210183717609355,3.00760981349035e-52,395.20739
"905",0.210147530645942,2.76070342637746e-26,373.16576
"1003",0.209776757234004,1.47882553398463e-67,441.15588
"2112",0.209383535791668,1.2309371232345e-43,515.15589
"278",0.209330281693279,1.32307430595761e-56,189.09217
"754",0.208840912737704,3.45836557881694e-67,545.27506
"2084",0.20865833614703,2.4841123236733e-24,515.15612
"282",0.208617638759683,1.95064857113791e-30,321.09824
"970",0.208524694631789,6.40911392402765e-37,389.21811
"367",0.208259850714597,1.2676161408432e-60,565.13539
"439",0.208050572662648,4.94006900756887e-45,969.40349
"1828",0.207536620476512,3.0980047307622e-06,353.08793
"1055",0.20745940187854,4.49743377169499e-71,303.08791
"622",0.207375724433415,3.04435504313006e-60,557.13078
"1927",0.207369857918191,7.27846360376346e-68,379.17603
"627",0.207320518680175,1.16818072804904e-63,399.18236
"444",0.20694392652515,1.59736520161361e-05,485.14551
"136",0.206190324233073,2.24652712555062e-22,279.08786
"756",0.205983595525561,2.67696313390758e-95,405.11972
"961",0.205832288706894,1.1988690578804e-70,313.12926
"1601",0.205675693651507,2.63768163252927e-74,341.06981
"2069",0.205273389322033,3.0628318717101e-31,527.15601
"1868",0.205093975749301,9.15974877654599e-56,283.10099
"807",0.204850958658025,1.63283694874642e-87,387.10986
"1073",0.204611741464906,1.22489895382836e-96,439.1606
"944",0.204598975836702,8.96631461120408e-90,437.14527
"1732",0.204390394722954,3.85751323932529e-84,347.11461
"1417",0.204220149944667,1.66825317688039e-58,317.06742
"904",0.203608655130676,2.36507176118938e-74,301.10954
"1888",0.203461368223784,1.62062226386958e-96,313.11137
"1435",0.203304131532734,7.37682918736918e-91,291.12401
"560",0.203241190699646,1.47993359685032e-91,471.1672
"1917",0.20317349729111,1.11831854210672e-38,295.1188
"1722",0.203136786176548,2.58264889300472e-84,381.15534
"1900",0.203019370788074,9.69953011417924e-68,265.14466
"812",0.202598186896015,2.47332812617777e-78,455.13694
"513",0.202410711687297,3.80071514811969e-86,465.21696
"411",0.202111449252833,3.93955796317765e-60,345.10024
"398",0.201757682146658,8.24418644378843e-39,235.13402
"1028",0.201617086245429,3.78128584582517e-100,305.10371
"1341",0.201530070200309,1.00060875700539e-82,339.10874
"1299",0.201115376683762,8.69698181120652e-86,345.13489
"322",0.200988481580147,1.56007790030196e-113,370.14403
"590",0.200883497155526,2.70301631457233e-92,455.17263
"1313",0.200800030469784,4.28879551038834e-73,397.13223
"581",0.200482163242337,8.52933973052855e-74,453.12034
"1698",0.200365797754013,1.29637376212468e-73,435.16638
"307",0.200300409543088,1.13538136235606e-65,541.24496
"588",0.200298691645725,1.73803407113748e-92,437.14563
"1353",0.200173275923161,1.82839305774111e-98,395.13479
"726",0.199658928294674,1.84368632024903e-92,407.15343
"1174",0.199616900541864,5.75060686731946e-81,533.27539
"430",0.199581099120283,2.51944385517995e-21,417.22815
"50",0.199501290483956,2.16966550733364e-18,634.89091
"715",0.199482621139024,6.99132984137915e-98,379.1042
"251",0.199418222547952,1.28181252762566e-33,287.05902
"2022",0.19904818519503,2.2571966324368e-79,347.15033
"827",0.198908927254691,4.26685052888741e-74,533.20343
"1399",0.198888494120567,1.40241162189342e-83,289.07202
"1140",0.198595290585581,1.19161654752766e-72,401.12547
"973",0.19845431995793,4.37227891283422e-88,383.17073
"991",0.197903497097894,2.71671103183223e-100,305.10369
"582",0.197762783445482,5.87446320146608e-85,297.11634
"1801",0.197408659190498,5.2384680129923e-68,373.16584
"994",0.196773557115681,1.15093700131925e-78,319.11916
"1798",0.196686309559878,2.18474324972645e-89,383.11683
"1098",0.196571175906287,1.12947360044361e-84,489.17713
"975",0.196093671683457,8.50253519588351e-92,291.12393
"345",0.195677709562448,8.85013481896689e-08,325.07524
"2052",0.195666977309762,2.36240450244682e-16,669.40712
"922",0.195522367051558,2.97297217407893e-68,258.13475
"229",0.195417624353744,3.49966899026226e-05,471.06711
"1880",0.195263771405129,1.76879298265024e-94,307.08264
"487",0.194995691234072,4.55899985400955e-64,269.13935
"2016",0.194894986111375,2.26406624857644e-45,529.13567
"62",0.194776215964134,6.35995165590949e-07,498.91575
"1940",0.194710695863311,4.64504464164768e-60,349.16575
"1925",0.19449856536698,1.55030043457557e-92,321.13451
"1898",0.194325884158081,2.99593930111406e-73,361.16564
"509",0.194136923768431,6.63485414939976e-57,667.26485
"906",0.194103645541268,7.31491157172485e-104,479.1923
"383",0.194074029863345,7.00212301923488e-81,433.11463
"544",0.19403542958902,9.37895657576184e-96,447.1309
"149",0.193870815831151,1.11606474754737e-28,748.8715
"741",0.193849714911121,6.91286106647082e-94,325.16547
"1021",0.193657416385828,1.55617967572965e-28,395.09843
"897",0.193524429948202,1.49554665092507e-52,547.21878
"1537",0.193182306274679,1.23186633321924e-32,360.14647
"779",0.193140114915881,3.58452483436459e-102,341.12406
"1777",0.193001155870716,6.22729967623993e-35,439.10358
"424",0.19295949174872,4.00132699674871e-85,389.12503
"1796",0.192944123173425,2.9612372049205e-48,393.19164
"244",0.192699583205765,1.47029077412652e-75,341.06952
"1614",0.192655426543775,1.10177186117556e-23,543.1154
"1216",0.192411346585455,1.00498326041138e-42,439.14108
"313",0.192151207005743,6.52052196103738e-88,296.04475
"1312",0.192148396642494,8.68891687592698e-94,445.1512
"773",0.191921615142629,3.90253031348714e-87,427.14156
"172",0.191372332618431,0.0247089970312374,281.08569
"1795",0.191369156350034,3.49257524514034e-88,353.16047
"1858",0.191012414757037,6.21837168193163e-07,342.08656
"1598",0.190951478577734,1.93390444354309e-74,377.16095
"521",0.190886051618739,1.80733004758539e-80,279.16016
"109",0.190853757788983,2.38871008513831e-08,343.12185
"564",0.190824377331604,8.61137720447807e-85,457.15165
"475",0.190377766261598,1.77508092601272e-43,699.41746
"987",0.190177423747292,1.27651646540677e-41,379.21251
"1589",0.190168995028172,3.20557221771106e-47,553.13519
"301",0.189904904795793,1.13713594926363e-05,307.17623
"1938",0.189581255859545,6.82330999713527e-93,379.13996
"473",0.189564654600904,1.01983808305792e-15,393.22796
"132",0.189562569697436,1.26673902927757e-05,307.08246
"2032",0.18930783307419,3.33884244698219e-15,321.17081
"420",0.189185819901459,0.000410594401622318,456.22147
"616",0.189034158930093,6.51448909419577e-72,557.23954
"417",0.189012138383824,1.76823088535781e-34,407.17292
"796",0.188876779232804,1.01816276398472e-86,457.15191
"1803",0.188753917241633,2.08293479738843e-84,291.08792
"1057",0.188735564411988,2.91937839444771e-93,413.12657
"300",0.188377820191934,2.51851213980141e-76,373.05669
"617",0.188168675826699,5.36589940587314e-88,343.08507
"1724",0.188048409816927,2.14839825146737e-63,393.19196
"1723",0.187852883212708,1.71414913990561e-102,307.11888
"1674",0.187737800791811,2.46865056119279e-89,431.13583
"385",0.187717782491294,3.6420837191006e-76,429.12076
"1742",0.187586418613285,1.30758980079912e-94,373.05634
"517",0.187585096411345,1.71992498627588e-67,399.11066
"1600",0.187473605161282,1.38917224142375e-54,337.16568
"501",0.187403906462124,5.57610377407185e-92,451.10409
"1743",0.187047161942934,4.33973275077592e-93,367.17584
"1191",0.186983323532156,2.03008079144671e-87,381.19164
"2142",0.186910358204286,6.40592118187836e-83,267.10612
"1593",0.186552556020857,3.18168908734117e-55,283.11868
"1630",0.18629764800499,1.85124113204665e-93,311.14996
"2026",0.186062313941906,2.24997293654198e-20,349.20196
"786",0.186015865321895,1.21677907921228e-103,355.13973
"2110",0.185951384805081,1.15935942158446e-63,301.0358
"1984",0.185751843454452,7.26745683449906e-66,307.11892
"2159",0.185719766014179,6.30963880146006e-83,249.05914
"1037",0.185549088247327,5.82612702886379e-89,542.13838
"1905",0.185489716222347,4.5284581168947e-98,393.15554
"225",0.185480400507293,3.86772267594384e-79,461.14684
"1991",0.185398094248973,2.51432644956705e-91,361.12973
"1151",0.18529549700083,4.73134625142757e-84,425.18115
"1182",0.185043472787647,0.00488218692990679,255.06957
"940",0.185012817629507,1.46498914810179e-59,454.92671
"1844",0.184923814291226,1.47568066778674e-71,349.16561
"1392",0.184908972854254,4.53742653034179e-96,397.14976
"1852",0.184744269999959,6.88700802320119e-96,333.13511
"556",0.184713830757928,5.21569010234392e-97,487.16138
"414",0.184658021713779,8.88955399004029e-98,299.11354
"1239",0.184631009435787,1.69466370554141e-96,383.17073
"1371",0.184618455452222,1.08980427777868e-69,219.10266
"1427",0.18456191608834,1.27892726127667e-88,349.11166
"1511",0.184345234766594,2.3728407893386e-102,311.14994
"1096",0.184193352127138,8.0760984157427e-09,397.18634
"1035",0.184081975792824,7.96377948642242e-95,437.18132
"2049",0.184071954550359,3.27872397310775e-54,331.04627
"297",0.183858044361761,4.55602982728725e-23,459.17227
"1754",0.183814339058386,2.50407571739488e-95,247.04355
"686",0.183651919251539,1.19749371536751e-91,549.19913
"476",0.1835803835764,4.33254308945488e-73,495.12966
"557",0.183499344701437,4.77627485716595e-74,100.93351
"1099",0.18336554958278,2.3899133002995e-81,307.19144
"423",0.183336277059211,1.09577683549645e-69,455.15592
"65",0.183170335232378,1.11946573633789e-10,383.18941
"1259",0.183149734818,4.09050116192655e-16,441.15519
"1097",0.182855111178788,7.81984851676837e-97,461.18205
"993",0.182592247962742,2.33112808111798e-96,387.11009
"1821",0.182483731521057,5.13165306082926e-98,309.13438
"725",0.182460927241486,2.5889053290706e-74,439.10407
"1027",0.18214529955109,1.11861812583729e-37,277.14461
"323",0.182120164125024,9.42030385049301e-31,645.38333
"1955",0.181647154887326,4.62851157849215e-96,377.12458
"737",0.181407535024843,4.26696097745188e-51,335.04102
"1378",0.181373776654272,5.2831425110931e-91,411.16565
"1892",0.181209875464151,1.20923197867308e-86,295.11887
"891",0.181158739165309,4.23293693434814e-97,475.1617
"1884",0.181132766026736,2.14051449822971e-32,233.08207
"1535",0.181131963155041,4.94593193211321e-82,443.17179
"798",0.181109363748157,6.15578351919924e-36,387.16035
"932",0.180942006368002,4.03048411259689e-99,493.20775
"1517",0.18086909037435,1.49133030396319e-101,449.18174
"1663",0.180591757993712,1.86084500705493e-66,349.09354
"810",0.180578849470492,2.41627091952092e-29,615.3541
"988",0.180483739816719,4.39140219509224e-95,535.25462
"169",0.180323373402725,0.0318528949400492,301.11106
"2108",0.180272697618682,5.38768314888567e-98,269.13126
"1730",0.180152738632647,2.30992346943291e-94,343.11983
"1992",0.180003555858904,1.2857852373445e-48,287.09261
"261",0.179993107503426,2.46509722646972e-47,441.19317
"1294",0.179939184206692,9.57360103316609e-87,489.21327
"285",0.179739841116037,4.27567769063988e-10,335.17151
"981",0.179610606382428,3.23702206066496e-82,343.04675
"1421",0.17955750322807,1.14957047364173e-91,297.13427
"1212",0.179548419676061,1.42999398618193e-94,405.11984
"712",0.179480717929989,4.35018709520202e-94,533.20349
"1747",0.179329601288813,8.04123538245618e-64,299.07742
